Econòmic,Orgànic,Subprograma,Text subprograma,PREV. INICIAL,PREV.DEFINITIVA,LIQUIDAT,Any
34400,605,93219,Serveis d’ingressos,10,10,393.47,2013
34400,606,93219,Serveis d’ingressos,10,10,8370.07,2013
34400,607,93219,Serveis d’ingressos,10,10,507.05,2013
34400,608,93219,Serveis d’ingressos,10,10,0,2013
34400,609,93219,Serveis d’ingressos,10,10,5326.98,2013
34400,610,93219,Serveis d’ingressos,10,10,989.21,2013
34900,601,93219,Serveis d’ingressos,10,10,0,2013
34900,602,93219,Serveis d’ingressos,10,10,0,2013
34900,603,93219,Serveis d’ingressos,10,10,117335.99,2013
34900,604,93219,Serveis d’ingressos,10,10,16803.27,2013
34900,605,93219,Serveis d’ingressos,10,10,24129.36,2013
34900,606,93219,Serveis d’ingressos,10,10,15289.54,2013
34900,607,93219,Serveis d’ingressos,10,10,36570.33,2013
34900,608,93219,Serveis d’ingressos,10,10,21093.99,2013
34900,609,93219,Serveis d’ingressos,10,10,45960.55,2013
34900,610,93219,Serveis d’ingressos,10,10,21502.25,2013
34901,201,93219,Serveis d’ingressos,0,0,31985.01,2013
34908,605,93219,Serveis d’ingressos,0,0,11554,2013
34910,401,93219,Serveis d’ingressos,10,10,0,2013
34911,401,93219,Serveis d’ingressos,10,10,4535.22,2013
34912,401,93219,Serveis d’ingressos,10,10,0,2013
34913,401,93219,Serveis d’ingressos,10,10,0,2013
34920,502,93219,Serveis d’ingressos,18506423,18506423,21917323.88,2013
34921,502,93219,Serveis d’ingressos,5503330,5503330,6335639.26,2013
34930,101,93219,Serveis d’ingressos,10,10,0,2013
34932,703,93219,Serveis d’ingressos,0,0,251354.41,2013
35100,401,93219,Serveis d’ingressos,6950000,6950000,0,2013
36000,101,93219,Serveis d’ingressos,38710,38710,132866.61,2013
36000,201,93219,Serveis d’ingressos,10,10,0,2013
36000,501,93219,Serveis d’ingressos,10,10,0,2013
36000,603,93219,Serveis d’ingressos,10,10,0,2013
36000,607,93219,Serveis d’ingressos,10,10,126.93,2013
36000,801,93219,Serveis d’ingressos,10,10,0,2013
