Econòmic,Orgànic,Subprograma,Text subprograma,PREV. INICIAL,PREV.DEFINITIVA,LIQUIDAT,Any
39904,604,93219,Serveis d’ingressos,10,10,0,2015
39904,605,93219,Serveis d’ingressos,5750,5750,2775.67,2015
39904,606,93219,Serveis d’ingressos,23690,23690,0,2015
39904,607,93219,Serveis d’ingressos,6900,6900,12495.4,2015
39904,608,93219,Serveis d’ingressos,3967.5,3967.5,118051.13,2015
39904,609,93219,Serveis d’ingressos,859.8,859.8,1210.3,2015
39904,610,93219,Serveis d’ingressos,10,10,0,2015
39904,701,93219,Serveis d’ingressos,10,10,0,2015
39904,702,93219,Serveis d’ingressos,10,10,0,2015
39904,703,93219,Serveis d’ingressos,9.94,9.94,82532.92,2015
39904,801,93219,Serveis d’ingressos,10,10,0,2015
39906,603,93219,Serveis d’ingressos,87400,87400,175140.09,2015
39907,401,93219,Serveis d’ingressos,73000,73000,4991.38,2015
39907,601,93219,Serveis d’ingressos,10,10,0,2015
39907,602,93219,Serveis d’ingressos,10,10,0,2015
39907,603,93219,Serveis d’ingressos,10,10,0,2015
39907,604,93219,Serveis d’ingressos,10,10,0,2015
39907,605,93219,Serveis d’ingressos,10,10,0,2015
39907,606,93219,Serveis d’ingressos,10,10,0,2015
39907,607,93219,Serveis d’ingressos,10,10,0,2015
39907,608,93219,Serveis d’ingressos,10,10,0,2015
39907,609,93219,Serveis d’ingressos,10,10,0,2015
39907,610,93219,Serveis d’ingressos,10,10,0,2015
39908,101,93219,Serveis d’ingressos,10,10,0,2015
39909,101,93219,Serveis d’ingressos,5000,5000,34681.91,2015
39909,703,93219,Serveis d’ingressos,5000,5000,54214.74,2015
39910,502,93219,Serveis d’ingressos,10,10,9074.99,2015
39911,101,93219,Serveis d’ingressos,420000,420000,7885074.59,2015
39911,401,93219,Serveis d’ingressos,8250000,8250000,0,2015
39911,701,93219,Serveis d’ingressos,500000,500000,231119.31,2015
39912,101,93219,Serveis d’ingressos,10,10,484409.65,2015
39912,201,93219,Serveis d’ingressos,10,10,0,2015
39912,401,93219,Serveis d’ingressos,10,10,0,2015
39912,501,93219,Serveis d’ingressos,10,10,0,2015
